0.33414550;3.3415E-04
0.33417530;3.3418E-04
0.33417530;3.3418E-04
0.33417530;3.3418E-04
0.33420510;3.3421E-04
0.33420510;3.3421E-04
0.33423490;3.3423E-04
0.33423490;3.3423E-04
0.33423490;3.3423E-04
0.33426470;3.3426E-04
0.33426470;3.3426E-04
0.33426470;3.3426E-04
0.33426470;3.3426E-04
0.33432430;3.3432E-04
0.33432430;3.3432E-04
0.33432430;3.3432E-04
0.33432430;3.3432E-04
0.33432430;3.3432E-04
0.33432430;3.3432E-04
0.33435410;3.3435E-04
0.33435410;3.3435E-04
0.33435410;3.3435E-04
0.33435410;3.3435E-04
0.33438390;3.3438E-04
0.33438390;3.3438E-04
0.33438390;3.3438E-04
0.33438390;3.3438E-04
0.33441370;3.3441E-04
0.33441370;3.3441E-04
0.33441370;3.3441E-04
0.33444350;3.3444E-04
0.33444350;3.3444E-04
0.33444350;3.3444E-04
0.33444350;3.3444E-04
0.33444350;3.3444E-04
0.33444350;3.3444E-04
0.33447330;3.3447E-04
0.33447330;3.3447E-04
0.33447330;3.3447E-04
0.33447330;3.3447E-04
0.33447330;3.3447E-04
0.33447330;3.3447E-04
0.33447330;3.3447E-04
0.33450310;3.3450E-04
0.33450310;3.3450E-04
0.33450310;3.3450E-04
0.33450310;3.3450E-04
0.33450310;3.3450E-04
0.33450310;3.3450E-04
0.33450310;3.3450E-04
0.33450310;3.3450E-04
0.33450310;3.3450E-04
0.33450310;3.3450E-04
0.33450310;3.3450E-04
0.33450310;3.3450E-04
0.33450310;3.3450E-04
0.33450310;3.3450E-04
0.33450310;3.3450E-04
0.33453290;3.3453E-04
0.33453290;3.3453E-04
0.33453290;3.3453E-04
0.33453290;3.3453E-04
0.33453290;3.3453E-04
0.33456270;3.3456E-04
0.33456270;3.3456E-04
0.33456270;3.3456E-04
0.33456270;3.3456E-04
0.33456270;3.3456E-04
0.33456270;3.3456E-04
0.33456270;3.3456E-04
0.33456270;3.3456E-04
0.33456270;3.3456E-04
0.33456270;3.3456E-04
0.33456270;3.3456E-04
0.33456270;3.3456E-04
0.33459250;3.3459E-04
0.33459250;3.3459E-04
0.33459250;3.3459E-04
0.33459250;3.3459E-04
0.33459250;3.3459E-04
0.33459250;3.3459E-04
0.33459250;3.3459E-04
0.33459250;3.3459E-04
0.33459250;3.3459E-04
0.33459250;3.3459E-04
0.33459250;3.3459E-04
0.33459250;3.3459E-04
0.33462230;3.3462E-04
0.33462230;3.3462E-04
0.33462230;3.3462E-04
0.33462230;3.3462E-04
0.33462230;3.3462E-04
0.33462230;3.3462E-04
0.33462230;3.3462E-04
0.33462230;3.3462E-04
0.33462230;3.3462E-04
0.33462230;3.3462E-04
0.33462230;3.3462E-04
0.33462230;3.3462E-04
0.33465210;3.3465E-04
0.33465210;3.3465E-04
0.33465210;3.3465E-04
0.33465210;3.3465E-04
0.33465210;3.3465E-04
0.33465210;3.3465E-04
0.33465210;3.3465E-04
0.33465210;3.3465E-04
0.33465210;3.3465E-04
0.33465210;3.3465E-04
0.33465210;3.3465E-04
0.33465210;3.3465E-04
0.33465210;3.3465E-04
0.33465210;3.3465E-04
0.33468190;3.3468E-04
0.33468190;3.3468E-04
0.33468190;3.3468E-04
0.33471170;3.3471E-04
0.33471170;3.3471E-04
0.33471170;3.3471E-04
0.33471170;3.3471E-04
0.33471170;3.3471E-04
0.33471170;3.3471E-04
0.33471170;3.3471E-04
0.33471170;3.3471E-04
0.33471170;3.3471E-04
0.33471170;3.3471E-04
0.33471170;3.3471E-04
0.33471170;3.3471E-04
0.33474150;3.3474E-04
0.33474150;3.3474E-04
0.33474150;3.3474E-04
0.33474150;3.3474E-04
0.33474150;3.3474E-04
0.33474150;3.3474E-04
0.33474150;3.3474E-04
0.33474150;3.3474E-04
0.33474150;3.3474E-04
0.33474150;3.3474E-04
0.33474150;3.3474E-04
0.33474150;3.3474E-04
0.33477140;3.3477E-04
0.33477140;3.3477E-04
0.33477140;3.3477E-04
0.33477140;3.3477E-04
0.33477140;3.3477E-04
0.33477140;3.3477E-04
0.33477140;3.3477E-04
0.33477140;3.3477E-04
0.33480120;3.3480E-04
0.33480120;3.3480E-04
0.33480120;3.3480E-04
0.33483100;3.3483E-04
0.33483100;3.3483E-04
0.33483100;3.3483E-04
0.33483100;3.3483E-04
0.33483100;3.3483E-04
0.33483100;3.3483E-04
0.33483100;3.3483E-04
0.33483100;3.3483E-04
0.33483100;3.3483E-04
0.33486080;3.3486E-04
0.33486080;3.3486E-04
0.33486080;3.3486E-04
0.33486080;3.3486E-04
0.33486080;3.3486E-04
0.33486080;3.3486E-04
0.33489060;3.3489E-04
0.33489060;3.3489E-04
0.33489060;3.3489E-04
0.33489060;3.3489E-04
0.33489060;3.3489E-04
0.33489060;3.3489E-04
0.33489060;3.3489E-04
0.33492040;3.3492E-04
0.33492040;3.3492E-04
0.33492040;3.3492E-04
0.33492040;3.3492E-04
0.33492040;3.3492E-04
0.33492040;3.3492E-04
0.33492040;3.3492E-04
0.33492040;3.3492E-04
0.33495020;3.3495E-04
0.33495020;3.3495E-04
0.33495020;3.3495E-04
0.33495020;3.3495E-04
0.33498000;3.3498E-04
0.33498000;3.3498E-04
0.33498000;3.3498E-04
0.33498000;3.3498E-04
0.33498000;3.3498E-04
0.33498000;3.3498E-04
0.33498000;3.3498E-04
0.33500980;3.3501E-04
0.33500980;3.3501E-04
0.33503960;3.3504E-04
0.33506940;3.3507E-04
0.33506940;3.3507E-04
0.33509920;3.3510E-04
0.33512900;3.3513E-04
0.33512900;3.3513E-04
